ClientID,Age,Gender,Annual_Income_k$,Spending_Score,Visit_Frequency_per_Month,Time_Spent_per_Visit_min,Online_Shopping_Ratio,Loyalty_Program,Days_Since_Last_Visit,Cluster
1112,22,Female,84,59,24,70,0.9433101118741496,Yes,133,3
1113,40,Male,17,93,22,62,0.52023048910309,No,127,3
1114,27,Male,54,69,4,86,0.6770937847836443,No,103,3
1119,19,Female,88,60,13,152,0.4975660833887259,No,12,3
1121,18,Male,13,30,7,28,0.1829229259620847,Yes,171,3
1123,26,Male,113,92,1,69,0.432437166716503,Yes,94,3
1127,32,Female,65,77,7,109,0.1826251302531011,Yes,15,3
1134,22,Female,68,94,21,81,0.4327670817081936,No,125,3
1137,31,Female,35,58,4,28,0.0183583839992239,Yes,140,3
1138,28,Male,34,85,5,32,0.6539942214202483,No,99,3
1144,18,Female,77,76,5,83,0.6892793212258371,Yes,49,3
1146,39,Female,74,55,3,72,0.3567231693089063,No,39,3
1148,25,Female,61,40,15,73,0.8355717050906487,No,188,3
1152,31,Male,35,54,16,107,0.0091655501838164,Yes,187,3
1155,38,Male,93,79,17,43,0.6134018465221711,Yes,21,3
1159,31,Male,24,99,23,30,0.2447450796369272,No,182,3
1160,43,Female,70,80,18,165,0.8814858195889105,Yes,178,3
1162,42,Male,30,62,22,83,0.720333369165993,Yes,132,3
1166,35,Male,71,90,15,136,0.5171179308569195,Yes,83,3
1171,31,Male,15,78,4,32,0.5718975224589538,Yes,97,3
1176,40,Female,86,72,15,116,0.410023786741743,No,169,3
1177,32,Male,59,61,13,34,0.481994917732867,Yes,85,3
1184,31,Male,57,60,17,73,0.6713044235642798,Yes,106,3
1191,23,Female,27,89,25,105,0.1262834725845689,No,165,3
1192,20,Male,28,34,29,104,0.9457764972463472,Yes,149,3
1214,39,Female,48,81,21,77,0.6292191930082921,Yes,30,3
1221,30,Female,53,44,18,103,0.2417645074796816,No,49,3
1228,32,Male,64,99,23,136,0.9916861403927356,Yes,63,3
1230,25,Female,31,36,4,33,0.210528488440613,Yes,86,3
1235,29,Female,19,37,17,137,0.7712248152904037,Yes,180,3
1237,19,Male,43,68,25,110,0.92222331815486,Yes,108,3
1248,37,Female,100,96,10,150,0.1310798617047031,No,33,3
1249,28,Male,99,66,25,13,0.7661571015827779,Yes,69,3
1250,27,Male,26,31,2,66,0.9324439783773508,Yes,16,3
1262,30,Female,96,57,14,8,0.4563168205509623,Yes,154,3
1264,35,Male,68,99,18,176,0.2672098954860741,Yes,186,3
1277,25,Female,124,94,1,116,0.9720534746234882,Yes,41,3
1281,48,Male,49,93,23,96,0.423358027350786,No,61,3
1290,40,Male,50,74,24,163,0.6619015764719286,No,8,3
1291,18,Male,121,84,24,49,0.4340488684781807,Yes,60,3
1294,38,Female,55,67,24,37,0.1197599664321972,Yes,49,3
1302,32,Female,49,81,29,141,0.8533957335369416,No,7,3
1303,38,Male,33,41,10,158,0.9143404426664836,Yes,148,3
1307,27,Male,43,86,23,178,0.5523380134555028,No,175,3
1315,28,Female,63,77,7,134,0.0004015440253398,Yes,25,3
1318,24,Male,66,60,10,68,0.1914896149081194,No,137,3
1327,41,Male,56,83,17,110,0.8750086997439702,Yes,145,3
1329,24,Male,47,69,18,78,0.0945563447743882,Yes,101,3
1331,23,Female,67,87,29,175,0.6060138319360813,No,61,3
1335,46,Male,34,98,9,75,0.6225493962131138,Yes,38,3
1341,38,Female,48,41,24,30,0.8424641068355752,Yes,15,3
1343,24,Female,31,78,6,130,0.077993866409409,No,69,3
1344,34,Male,63,99,20,156,0.1061300193090194,Yes,193,3
1345,37,Female,25,48,24,57,0.4927813458649557,Yes,140,3
1348,37,Female,41,99,8,46,0.1585202340274094,Yes,8,3
1349,39,Male,18,75,1,15,0.487467835463974,Yes,190,3
1353,24,Female,77,86,24,89,0.4303164280423909,No,170,3
1354,18,Male,57,45,15,104,0.2747050328071436,No,85,3
1360,36,Female,60,76,28,129,0.7892906546771047,No,175,3
1372,18,Female,66,57,16,9,0.2459997403067951,No,46,3
1377,19,Male,93,60,6,44,0.1937891300233548,Yes,4,3
1378,45,Male,61,77,14,30,0.2145648200928498,Yes,187,3
1381,47,Female,72,90,15,132,0.5734917638909767,No,151,3
1385,18,Male,118,79,3,173,0.5184929749422404,No,20,3
1386,25,Female,74,72,24,37,0.3523088842091783,Yes,53,3
1398,45,Female,67,85,29,121,0.4549507768419997,Yes,161,3
1402,46,Male,68,80,19,17,0.3293212774825043,Yes,94,3
1405,20,Female,130,93,21,111,0.5444613321491686,Yes,41,3
1407,40,Male,36,76,16,101,0.7604646062760667,No,69,3
1421,31,Female,66,52,25,54,0.9009077302669908,No,102,3
1426,21,Female,25,37,21,173,0.1209606622384923,Yes,154,3
1433,35,Male,62,63,4,10,0.1747867150451579,Yes,135,3
1440,36,Male,14,69,10,55,0.2862590353831832,Yes,172,3
1449,22,Female,59,62,20,134,0.8950338588534369,Yes,54,3
1453,19,Male,56,52,21,38,0.6906153123866363,No,132,3
1454,20,Female,42,36,26,39,0.5724077259677651,Yes,187,3
1455,40,Female,93,73,6,135,0.404519524458235,No,150,3
1458,22,Female,23,70,6,151,0.6696112565375176,Yes,137,3
1469,41,Female,26,87,26,95,0.1818084656669497,Yes,103,3
1470,34,Female,75,75,1,96,0.0859103882028204,No,59,3
1471,27,Female,15,37,15,67,0.7141191409249159,No,105,3
1474,40,Female,71,68,23,81,0.3903764460469539,No,20,3
1481,26,Male,44,95,26,154,0.665784401468871,No,124,3
1483,19,Male,133,68,16,143,0.4601026265576879,No,65,3
1485,42,Male,83,94,6,178,0.2103720815298357,Yes,169,3
1487,26,Female,48,35,16,167,0.8967465499077446,Yes,41,3
1488,39,Female,29,57,14,147,0.2107066650749062,No,19,3
1493,46,Female,75,95,3,78,0.0751429531775865,No,124,3
1496,40,Female,76,66,2,6,0.3396606204814427,Yes,4,3
1500,35,Female,82,66,23,35,0.6508279504893281,No,161,3
