ClientID,Age,Gender,Annual_Income_k$,Spending_Score,Visit_Frequency_per_Month,Time_Spent_per_Visit_min,Online_Shopping_Ratio,Loyalty_Program,Days_Since_Last_Visit,Cluster
253,39,Male,13,33,16,5,0.402526355490142,No,58,1
255,65,Female,12,97,1,107,0.6502550710936615,Yes,191,1
272,69,Male,28,49,6,140,0.7984535050511905,No,51,1
275,57,Male,72,29,11,15,0.366721908593799,No,98,1
278,57,Male,56,26,28,77,0.1213719245486196,Yes,41,1
281,45,Female,54,13,28,143,0.390238549583995,Yes,151,1
283,67,Male,56,26,15,57,0.9113418162164088,No,71,1
292,65,Female,70,17,10,54,0.9197925717794364,Yes,91,1
294,66,Female,59,25,16,24,0.5441260019631009,No,171,1
303,58,Female,44,28,24,90,0.1739773995218035,No,133,1
304,52,Male,55,73,19,48,0.3374770457129719,Yes,23,1
310,41,Male,14,41,23,55,0.83629131310246,Yes,163,1
318,55,Female,33,41,2,89,0.9814214249220252,Yes,181,1
319,57,Male,66,45,11,61,0.0973767291080042,No,169,1
322,65,Male,50,11,14,37,0.3500068684731787,No,124,1
326,46,Male,40,57,10,52,0.5908662673951145,No,134,1
328,63,Male,45,51,1,31,0.2556662233318144,No,52,1
333,58,Female,23,22,20,30,0.5626554229027424,No,195,1
346,50,Female,30,45,14,165,0.8680981598670628,No,95,1
347,65,Male,16,79,12,88,0.8812506816818898,Yes,25,1
354,55,Male,30,3,24,129,0.4852667423426215,No,122,1
369,65,Female,42,2,14,151,0.5771866762233089,Yes,61,1
372,52,Male,70,9,28,27,0.6181029655616969,Yes,104,1
379,63,Female,107,25,28,140,0.4086995622709339,Yes,135,1
383,54,Female,14,58,26,9,0.7171814470467577,Yes,79,1
384,41,Female,11,45,25,158,0.5380946641211113,Yes,81,1
385,46,Male,31,62,22,162,0.5087059842162667,No,134,1
388,48,Female,75,58,1,33,0.1682365791084918,Yes,126,1
402,57,Female,41,58,14,30,0.0073578296254145,No,39,1
404,41,Male,30,16,25,20,0.0375286575318031,No,13,1
405,67,Male,29,87,19,155,0.569230212091448,Yes,186,1
407,64,Male,77,3,10,77,0.9684191305004078,No,126,1
414,43,Male,23,42,6,81,0.2402450184643039,No,43,1
416,57,Female,67,42,25,114,0.4554655720063617,Yes,15,1
417,50,Female,37,61,10,147,0.582144802814742,Yes,11,1
420,65,Female,75,54,17,11,0.5037194345899563,Yes,191,1
422,46,Male,53,8,17,160,0.6640122280676023,No,92,1
425,52,Female,15,40,10,147,0.9122075712491822,No,46,1
426,67,Male,32,59,25,89,0.2093483993840987,Yes,28,1
431,53,Male,21,10,6,30,0.8898363940883107,Yes,14,1
432,62,Female,83,44,27,169,0.6005347682064148,No,163,1
433,37,Female,17,11,20,155,0.5300523392123808,Yes,12,1
440,68,Male,113,12,4,108,0.2797669308870408,Yes,75,1
443,45,Male,21,18,11,57,0.4136655235832069,Yes,60,1
449,68,Female,12,38,18,105,0.3295304137739967,Yes,67,1
453,66,Male,49,1,8,73,0.8824411913475817,No,134,1
455,59,Female,17,45,24,60,0.873361117841438,Yes,2,1
460,50,Male,13,27,27,110,0.5120885766986639,Yes,122,1
462,61,Male,28,22,27,116,0.0477813646814053,No,5,1
463,61,Female,41,74,14,62,0.3522309750707453,Yes,156,1
465,56,Male,21,79,18,79,0.3960544774354667,Yes,116,1
469,49,Male,25,23,16,37,0.9154162014667034,No,124,1
474,57,Female,30,76,4,55,0.0582378308202752,No,138,1
475,69,Female,22,33,5,78,0.2622743218149849,Yes,183,1
476,33,Female,13,28,17,175,0.4360704802193126,Yes,70,1
478,67,Male,68,1,16,147,0.947565126324043,No,38,1
480,47,Female,36,63,26,147,0.2682872004277726,No,47,1
485,43,Male,34,35,22,144,0.5151922261382137,Yes,98,1
498,57,Female,39,77,26,150,0.9688146905778044,No,3,1
499,62,Female,30,18,23,175,0.4842131393476416,No,20,1
508,43,Female,26,20,19,32,0.6154289150329266,Yes,36,1
515,45,Female,42,61,10,5,0.2680471873786377,Yes,67,1
517,64,Female,25,67,12,100,0.0553598169384095,No,83,1
519,47,Male,56,35,27,116,0.0705500637098945,Yes,75,1
521,69,Female,10,15,9,92,0.7663512805573902,Yes,151,1
527,65,Female,47,21,1,53,0.9246586095822468,No,35,1
529,56,Male,66,75,21,155,0.1170644129818626,No,51,1
531,50,Male,55,48,2,136,0.1268728280630933,No,173,1
532,47,Female,48,35,20,63,0.592493479176405,Yes,150,1
546,62,Male,39,80,1,115,0.9660214591302084,Yes,195,1
552,66,Male,23,68,27,90,0.2011752322888794,No,62,1
560,52,Female,72,43,2,48,0.8545154359107495,Yes,116,1
569,50,Female,18,55,27,149,0.7271628097401385,No,194,1
570,57,Female,73,28,16,41,0.9807611743888516,No,148,1
572,60,Male,61,63,7,151,0.225664583052055,Yes,42,1
578,63,Female,17,50,9,104,0.0248172114451491,Yes,25,1
590,43,Male,44,27,7,14,0.4599419512939627,Yes,104,1
591,51,Male,20,55,26,46,0.6069731162742654,No,104,1
592,68,Female,73,54,15,45,0.1884998527955611,No,68,1
596,67,Female,29,21,15,106,0.4948259516005463,No,155,1
600,53,Female,44,41,28,96,0.1444364841550776,No,87,1
603,53,Female,54,54,3,89,0.5218308753051893,Yes,186,1
605,54,Male,85,22,12,53,0.0084955786072095,Yes,74,1
608,52,Male,24,64,13,73,0.3662863862065222,Yes,8,1
610,52,Male,35,4,19,66,0.7549325397850504,No,117,1
611,65,Male,61,65,3,56,0.9551751604781324,Yes,64,1
614,66,Female,60,22,23,175,0.1838128894818149,No,180,1
615,56,Male,47,86,26,67,0.5769361233448397,No,158,1
616,49,Male,29,47,20,151,0.1548413946474549,Yes,25,1
620,54,Male,37,14,21,82,0.3864625643279352,No,71,1
622,66,Female,85,20,13,47,0.5621108826232295,No,149,1
627,58,Male,10,79,3,99,0.7068035962105051,Yes,73,1
630,66,Female,15,20,28,133,0.3704914370595142,Yes,46,1
632,65,Male,21,38,13,25,0.8817089696385847,Yes,52,1
633,42,Female,15,3,21,96,0.9419055872604202,Yes,180,1
634,39,Female,36,28,25,131,0.7395632481112681,No,128,1
648,69,Female,52,72,11,23,0.1175018402123733,Yes,106,1
661,56,Male,46,16,14,102,0.3083521216761987,Yes,18,1
662,62,Male,58,46,16,116,0.8695411688592183,No,110,1
663,59,Female,50,62,14,119,0.7640955865788793,No,21,1
664,56,Female,26,7,9,121,0.2478124429069068,No,160,1
666,48,Male,30,45,25,85,0.1018472651423827,No,127,1
668,52,Male,68,56,11,23,0.1996697380406467,No,106,1
670,46,Female,48,27,15,122,0.5016991660064248,Yes,194,1
671,60,Male,20,53,5,46,0.7254681684501628,No,82,1
687,67,Female,17,53,15,121,0.33799878102849,No,198,1
692,54,Female,77,42,1,177,0.7563560547436343,Yes,138,1
700,69,Male,11,58,8,73,0.6857127688246809,Yes,24,1
706,53,Female,60,32,13,34,0.2393698363420463,Yes,9,1
710,61,Male,37,3,20,133,0.1349784860716421,Yes,133,1
711,56,Female,12,37,22,83,0.2961767655589985,No,18,1
714,43,Female,11,40,18,19,0.3467187612359111,Yes,7,1
718,62,Male,49,64,13,31,0.3320007021176792,No,28,1
719,30,Female,11,8,18,113,0.7444421678375537,No,14,1
726,56,Female,71,28,25,51,0.1317095352063551,Yes,174,1
731,66,Male,37,36,7,128,0.5275796224253504,No,134,1
732,42,Female,30,26,21,90,0.6554359784406613,Yes,54,1
738,49,Female,39,38,12,22,0.3726571298941472,Yes,155,1
741,38,Female,41,22,1,176,0.0727362617771965,Yes,19,1
743,38,Male,50,31,11,58,0.2177808017675685,No,76,1
751,64,Female,109,10,12,86,0.294701369885528,Yes,27,1
753,66,Female,43,24,28,146,0.7453977391415395,No,21,1
769,41,Male,40,22,8,5,0.4377814772996199,No,66,1
773,53,Male,78,18,23,110,0.0755270860258868,Yes,91,1
776,67,Female,76,17,22,46,0.5960639311005951,No,101,1
778,45,Female,54,15,28,128,0.3373590783572796,No,107,1
779,54,Male,13,79,16,144,0.0897009190148457,Yes,164,1
781,53,Male,60,39,28,150,0.8072616493262504,No,191,1
786,37,Female,39,40,23,75,0.1609844316873747,Yes,100,1
789,65,Male,46,91,21,123,0.0038302905003225,No,47,1
792,63,Female,44,77,21,62,0.171085966857162,Yes,146,1
798,64,Female,86,38,19,74,0.6791716995379928,No,88,1
803,67,Female,77,48,13,78,0.5578791835778856,No,129,1
804,62,Male,78,18,11,55,0.3043075918208643,No,30,1
818,66,Female,30,60,19,138,0.9750871697076812,No,199,1
822,58,Female,77,54,10,28,0.1128405445168844,Yes,19,1
836,54,Female,17,28,8,82,0.729240249097568,No,45,1
837,54,Male,37,3,16,145,0.8747470734889747,No,14,1
845,63,Female,20,62,21,81,0.3169130138185443,Yes,68,1
847,68,Male,56,6,17,56,0.2855796162386363,Yes,174,1
852,66,Female,55,3,26,111,0.0570990784451763,Yes,77,1
853,57,Male,21,59,18,71,0.1105431663085805,No,27,1
855,51,Male,26,49,6,73,0.4643502498821417,No,66,1
857,48,Female,57,31,25,107,0.7996918620027912,No,101,1
859,56,Female,61,69,6,17,0.4263182939907013,No,190,1
861,51,Female,79,52,13,61,0.3164687840614986,No,47,1
863,67,Female,84,41,14,17,0.0520724062212697,No,46,1
866,61,Female,13,84,3,61,0.4771463759890493,No,91,1
869,47,Male,57,13,3,84,0.9325039530973824,No,115,1
871,65,Female,81,42,24,177,0.7097850502239725,Yes,149,1
880,68,Female,76,15,1,142,0.6760930341645768,Yes,46,1
882,55,Male,22,17,25,120,0.9315444071065202,No,53,1
883,51,Female,40,24,13,166,0.0890097348960088,No,85,1
885,67,Male,31,72,28,35,0.9185215304431212,Yes,191,1
888,47,Male,63,46,25,70,0.3666377000964564,Yes,143,1
890,44,Male,51,8,2,45,0.1593948847714021,Yes,4,1
893,69,Male,30,59,23,157,0.1669501790344691,No,13,1
894,55,Male,44,13,19,144,0.1211554612609854,Yes,171,1
895,50,Male,39,39,25,43,0.0854084828082653,Yes,190,1
898,47,Female,28,61,19,143,0.4162849285443547,No,115,1
900,68,Female,17,2,1,129,0.5990110442135675,Yes,52,1
909,37,Female,34,13,18,117,0.2751902117734757,Yes,162,1
917,60,Male,10,83,6,118,0.3033642822141704,Yes,101,1
918,65,Male,44,15,9,137,0.3928390764814023,Yes,179,1
920,68,Female,32,52,11,170,0.5780721020124125,No,111,1
921,64,Female,18,74,7,122,0.9579793532488906,Yes,119,1
929,57,Female,12,52,20,48,0.1911056226911449,Yes,107,1
945,59,Female,48,8,20,96,0.3835673910072921,No,79,1
953,43,Male,48,11,2,158,0.1995716158959387,No,43,1
954,63,Male,74,43,29,132,0.0377845065956796,Yes,19,1
956,66,Female,30,17,4,174,0.2625102904831656,No,163,1
958,43,Male,28,32,13,57,0.2309793105280636,Yes,159,1
963,64,Male,32,23,3,52,0.9778536935017818,No,111,1
965,64,Male,83,6,14,151,0.2153592828546084,Yes,53,1
967,60,Male,63,50,21,68,0.1727573182810873,Yes,73,1
968,65,Male,61,37,11,97,0.3793655982041866,No,79,1
970,43,Female,23,54,5,43,0.6153478406285743,Yes,44,1
974,66,Male,31,11,4,68,0.2102761779018613,Yes,127,1
976,69,Female,13,49,13,120,0.6155526231931792,Yes,75,1
978,64,Male,17,66,5,101,0.4030387579071322,Yes,26,1
981,43,Male,43,28,24,25,0.6381399025162693,No,17,1
987,62,Female,58,66,24,168,0.4751708660226282,Yes,116,1
990,68,Female,27,68,7,127,0.4979485925822638,Yes,48,1
995,63,Male,59,36,29,107,0.0469644224076672,No,99,1
996,60,Female,17,58,14,133,0.5663228801665321,No,124,1
998,62,Male,78,52,19,47,0.1365030120835821,No,193,1
1000,55,Female,73,32,23,55,0.8824951050681364,Yes,99,1
1008,56,Male,60,1,2,14,0.5407656313005429,Yes,148,1
1022,58,Female,34,9,22,127,0.1989297797950383,No,164,1
1023,62,Male,103,16,20,148,0.6016866086204651,Yes,18,1
1027,64,Female,46,88,27,7,0.436046974118579,No,198,1
1030,64,Female,57,34,15,17,0.771243074033178,No,117,1
1032,57,Female,37,24,24,59,0.1941287704459722,No,13,1
1033,66,Male,50,73,9,153,0.5366075092637743,Yes,84,1
1038,54,Female,22,83,23,66,0.4294478970787025,Yes,124,1
1040,69,Male,40,24,23,178,0.1573715833499104,Yes,86,1
1042,51,Male,25,67,17,12,0.9469028994605168,Yes,162,1
1045,54,Female,63,80,4,68,0.0833790537687595,Yes,174,1
1051,65,Female,16,26,15,62,0.6215073111380841,Yes,46,1
1053,47,Female,27,34,8,35,0.1867725282311293,Yes,140,1
1056,48,Female,79,50,18,19,0.3506426914571469,Yes,108,1
1060,68,Male,109,4,19,33,0.2412443360380278,Yes,96,1
1062,57,Female,22,48,17,40,0.2504829467497634,No,78,1
1063,54,Male,66,55,13,88,0.8059058425334413,Yes,15,1
1064,53,Male,58,1,13,113,0.2796738565464431,Yes,43,1
1077,55,Male,11,38,25,18,0.4933415880523805,Yes,31,1
1078,68,Female,90,15,23,121,0.0400690863482666,Yes,115,1
1084,68,Male,26,88,19,175,0.5857782709310476,No,160,1
1085,62,Male,21,5,2,76,0.5867679078445912,No,86,1
1097,64,Female,36,64,24,77,0.3830588064210035,No,47,1
1102,54,Female,16,52,20,78,0.8782524677323466,Yes,135,1
1106,60,Male,25,64,7,71,0.4904490967359499,Yes,49,1
1130,52,Male,41,64,9,59,0.5567092565528539,No,86,1
1131,47,Male,37,61,27,79,0.7382955104783077,No,141,1
1132,48,Female,31,54,11,49,0.3356092442409013,No,133,1
1133,66,Male,26,92,10,158,0.7651065916331309,Yes,22,1
1140,51,Female,54,34,27,63,0.3098471167532799,No,133,1
1142,52,Male,20,52,3,19,0.0909354499130411,No,37,1
1147,46,Female,58,22,20,47,0.5924829939015964,No,7,1
1150,58,Male,66,65,20,142,0.2366331314700088,Yes,103,1
1151,54,Male,56,63,14,79,0.88974899029538,No,33,1
1154,52,Male,14,21,29,63,0.959024175972966,No,173,1
1156,54,Male,61,81,28,7,0.2616713666375064,No,86,1
1163,62,Female,55,47,14,6,0.9182850353799578,No,94,1
1165,42,Male,47,17,15,164,0.191277371037397,No,27,1
1169,56,Male,55,38,15,168,0.0658298433631537,Yes,86,1
1170,57,Female,12,81,18,36,0.6925728000775818,Yes,23,1
1173,68,Female,17,6,8,5,0.1224814168502972,No,165,1
1178,50,Female,20,15,9,58,0.0704606776669583,No,132,1
1181,50,Male,25,13,8,62,0.9451224487448868,No,86,1
1182,64,Male,77,31,29,87,0.282667360541159,Yes,14,1
1185,57,Female,73,6,13,132,0.1621833724078774,No,180,1
1197,69,Female,13,20,29,150,0.7199595393694795,Yes,14,1
1200,46,Male,38,59,25,25,0.4430399766351608,No,157,1
1204,56,Male,26,17,27,107,0.9623653164545284,Yes,99,1
1206,53,Male,52,78,2,43,0.2703485904955843,Yes,134,1
1208,55,Female,17,7,5,58,0.5183239230398234,Yes,155,1
1210,54,Female,17,15,25,89,0.3144341058114054,Yes,106,1
1224,53,Female,45,17,11,45,0.3783475816826469,No,162,1
1227,69,Male,75,65,26,148,0.4760567021510618,No,178,1
1236,62,Male,18,79,7,85,0.2281003779023851,Yes,84,1
1242,53,Male,76,16,19,73,0.5598905318457854,Yes,57,1
1251,57,Female,27,3,9,33,0.947306899236962,Yes,19,1
1256,64,Female,77,31,22,138,0.9339874185126172,No,119,1
1258,63,Female,10,45,23,174,0.2527658599511641,No,56,1
1259,60,Male,67,66,29,161,0.4066365268849704,Yes,82,1
1263,57,Female,19,80,1,86,0.1707682600033369,Yes,197,1
1265,42,Male,50,30,7,79,0.509113385187522,Yes,5,1
1269,60,Male,31,93,24,66,0.7147023163822577,No,150,1
1273,65,Male,65,43,18,177,0.2447155970237009,No,50,1
1276,54,Male,35,69,27,62,0.8950851727663146,Yes,83,1
1279,66,Male,56,56,10,123,0.1100177211275436,No,195,1
1284,46,Female,32,32,6,12,0.0460691696754675,Yes,198,1
1286,57,Female,93,15,2,102,0.3385540274370513,No,179,1
1297,53,Male,24,17,13,34,0.0470611978769474,Yes,140,1
1300,68,Male,33,63,11,135,0.162902654477394,Yes,64,1
1301,57,Female,36,68,7,34,0.8124136576239005,Yes,157,1
1304,64,Male,33,83,17,134,0.2652850890860524,No,21,1
1309,43,Female,32,35,19,29,0.0438810883687436,No,8,1
1324,60,Male,12,73,1,114,0.6415796812433943,No,118,1
1333,50,Male,39,25,26,166,0.0535765596074079,Yes,86,1
1334,66,Female,110,28,14,34,0.1404990097955173,No,98,1
1339,45,Female,56,58,10,145,0.2835071902709394,No,190,1
1342,66,Male,25,25,19,61,0.7223735076327985,No,103,1
1347,66,Female,40,10,6,53,0.978265463529474,Yes,46,1
1351,57,Female,19,85,17,102,0.639386421454098,Yes,156,1
1352,66,Male,26,21,17,150,0.1290364088894249,Yes,164,1
1359,68,Female,74,2,23,118,0.2975707164408154,Yes,33,1
1361,49,Female,45,42,3,128,0.0312135603387475,Yes,11,1
1366,46,Female,24,18,29,115,0.0664053534604973,No,86,1
1369,57,Female,10,90,10,24,0.654907123147859,Yes,172,1
1374,68,Male,82,48,23,132,0.4823562085827529,Yes,132,1
1375,64,Male,79,42,26,76,0.7028664440501013,No,120,1
1376,67,Male,15,76,17,159,0.0680102319524205,Yes,117,1
1379,66,Male,12,4,23,31,0.7381507548416897,No,95,1
1380,67,Female,90,2,25,87,0.18913869632674,Yes,20,1
1382,55,Female,58,59,14,174,0.2152438205009537,No,127,1
1383,68,Female,85,27,24,161,0.8616249500839784,No,123,1
1388,56,Male,24,63,19,115,0.0497810015230437,No,151,1
1390,49,Female,41,63,12,27,0.6542357799453179,No,110,1
1394,63,Female,92,17,29,16,0.6938633423283945,No,127,1
1395,51,Female,52,63,1,76,0.4893227474751214,Yes,150,1
1399,49,Male,42,8,6,30,0.4707849970127072,Yes,119,1
1400,67,Female,23,69,5,137,0.7066425217489339,Yes,69,1
1410,54,Male,22,16,29,34,0.1971060388236521,No,144,1
1414,45,Female,52,52,16,165,0.540610994324729,Yes,68,1
1417,51,Female,11,67,4,134,0.3732073691051268,No,59,1
1419,49,Male,31,47,11,138,0.5791298040350491,Yes,92,1
1423,63,Female,16,77,23,110,0.6332689173374889,Yes,194,1
1427,69,Female,92,27,7,76,0.078697675195399,Yes,47,1
1431,48,Male,21,25,14,74,0.0892221680572386,Yes,146,1
1441,65,Male,66,54,18,155,0.4238081851735742,Yes,159,1
1443,53,Female,78,45,17,93,0.0246972976861112,No,165,1
1448,64,Male,71,43,9,56,0.1624984154744414,Yes,89,1
1460,55,Male,63,57,1,107,0.1757152458368258,No,155,1
1461,47,Male,38,20,23,77,0.5971166200155034,Yes,96,1
1464,61,Female,72,4,13,71,0.2541472801278144,No,182,1
1468,61,Female,71,20,27,133,0.3047609127973257,Yes,145,1
1472,47,Female,67,22,4,33,0.1962342816878556,No,68,1
1478,68,Male,19,77,29,177,0.10061997722259,Yes,94,1
1482,57,Female,11,7,1,104,0.2862243072399943,Yes,1,1
1484,62,Female,33,19,23,62,0.1934472280119374,No,112,1
1486,56,Female,31,31,23,33,0.0230470884066074,No,161,1
1489,60,Female,50,85,29,64,0.2275338769364633,No,96,1
1494,62,Male,62,53,23,164,0.1342024263263502,No,169,1
1495,51,Male,43,32,29,68,0.6447567265900929,No,46,1
