ClientID,Age,Gender,Annual_Income_k$,Spending_Score,Visit_Frequency_per_Month,Time_Spent_per_Visit_min,Online_Shopping_Ratio,Loyalty_Program,Days_Since_Last_Visit,Cluster
46,26,Male,112,74,3,121,0.0722131853351879,Yes,179,3
47,56,Male,49,27,10,170,0.6844353610693075,No,87,1
48,35,Female,26,54,27,45,0.5032204148586344,Yes,148,3
49,21,Male,110,50,17,177,0.765148849861264,Yes,70,0
50,42,Female,112,35,22,92,0.4852906340617153,No,120,0
51,31,Male,133,85,2,172,0.149381636226432,No,92,2
52,67,Male,61,25,17,114,0.648256954077822,Yes,95,1
53,26,Male,61,28,16,124,0.1723863621051662,Yes,31,0
54,43,Female,133,15,2,101,0.8723945633548149,No,52,0
55,19,Male,72,4,28,149,0.6131162390692415,No,58,0
56,37,Female,125,93,22,61,0.1572038835569542,No,68,2
57,45,Female,71,73,20,134,0.9623380574812068,No,189,3
58,64,Male,16,27,6,100,0.5183654633353206,Yes,131,1
59,24,Male,101,26,28,125,0.072898451871655,Yes,85,0
60,61,Male,23,19,25,66,0.6268329044150672,Yes,17,1
61,25,Female,95,92,29,141,0.2531989070128102,Yes,80,3
62,64,Male,142,17,10,72,0.8036934518773025,Yes,113,2
63,52,Female,139,43,28,85,0.8178220735661906,No,183,2
64,31,Female,71,41,10,21,0.978947355854662,No,23,3
65,34,Male,88,42,8,121,0.5018695310245037,No,65,0
66,53,Male,147,50,1,54,0.4549568797277371,Yes,140,2
67,67,Female,67,84,13,116,0.7534756054464806,No,61,2
68,57,Female,129,40,24,98,0.1324706563419265,Yes,53,2
69,21,Female,142,39,9,172,0.5469155137931242,Yes,142,0
70,19,Male,74,23,22,89,0.5462476001308509,Yes,196,0
71,23,Female,22,96,10,153,0.0894731228103872,No,130,3
72,59,Male,91,52,15,150,0.4179840855069135,Yes,36,2
73,21,Female,148,47,5,161,0.853284798567202,Yes,36,0
74,46,Female,61,63,22,156,0.8561536219946603,No,130,3
75,35,Male,126,97,16,78,0.099237664919681,Yes,190,2
76,43,Female,35,69,13,113,0.0907208827478308,No,34,3
77,61,Male,43,43,22,149,0.2626954770019353,Yes,179,1
78,51,Male,61,48,25,22,0.8747660625539935,No,123,1
79,27,Female,121,34,20,46,0.1289025850734989,Yes,155,0
80,53,Male,91,40,18,105,0.7199968026274463,Yes,17,2
81,31,Male,51,75,11,49,0.1011656196131032,No,121,3
82,48,Female,30,61,27,86,0.6231378537478254,Yes,163,1
83,65,Male,51,50,9,21,0.3560672991191448,No,160,1
84,32,Male,122,67,16,77,0.788913962965867,Yes,191,2
85,25,Male,114,62,2,18,0.2336904488253636,No,153,0
86,31,Female,26,58,26,161,0.6392018293899598,Yes,47,3
87,40,Male,129,33,25,136,0.2356825345758849,Yes,167,0
88,57,Female,146,75,2,86,0.7136602831121538,Yes,16,2
89,38,Female,138,16,12,152,0.8736780345607488,No,167,0
90,33,Male,139,82,8,124,0.12680179912676,No,134,2
91,62,Male,69,94,9,124,0.8665956885955035,No,56,2
92,35,Male,57,48,12,51,0.5935752544142979,No,7,3
93,64,Female,38,10,26,111,0.1271104908670239,No,127,1
94,41,Male,106,82,9,112,0.427541855359712,Yes,116,2
95,43,Male,19,38,10,13,0.1608602934850979,Yes,55,1
96,42,Male,67,19,25,83,0.7003478888665695,Yes,125,0
97,62,Male,30,36,2,159,0.7588681344179496,Yes,158,1
98,58,Male,37,59,16,19,0.1057965202727989,Yes,58,1
99,46,Female,43,63,20,23,0.5061398526946443,No,57,3
100,32,Female,17,77,7,94,0.8146250560259172,Yes,139,3
101,62,Male,88,46,28,30,0.9361630415509964,No,175,2
102,18,Male,96,3,2,158,0.51351786674177,Yes,158,0
103,42,Male,97,74,1,158,0.950279223611407,No,107,2
104,24,Male,78,65,19,178,0.5356889704560298,No,190,3
105,26,Female,96,91,28,96,0.3941904945999079,No,73,3
106,41,Male,110,8,4,86,0.8482031285528955,Yes,166,0
107,18,Female,17,51,24,135,0.492982710458089,Yes,147,3
108,61,Female,86,81,22,46,0.471902510564523,Yes,100,2
109,25,Male,96,73,27,23,0.4903124894098283,Yes,47,3
110,41,Female,52,6,2,21,0.8467850018697454,No,70,0
111,28,Female,138,89,25,165,0.8319415416880521,No,115,2
112,68,Female,118,39,14,80,0.4035199924402112,No,181,2
113,34,Female,26,60,2,67,0.333299859870525,No,121,3
114,25,Male,142,28,29,135,0.4919280240391293,Yes,77,0
115,52,Male,30,97,15,111,0.572772509737109,No,198,3
116,52,Female,67,54,12,53,0.2383372106279969,Yes,28,1
117,50,Male,119,37,5,59,0.7939550847155906,No,92,2
118,22,Male,148,9,28,158,0.4864827657324229,No,72,0
119,59,Male,144,82,20,103,0.3340455484199596,No,99,2
120,56,Male,37,56,29,56,0.1068209929639906,Yes,175,1
121,58,Male,60,59,7,104,0.2388451604036069,Yes,73,1
122,45,Female,14,85,24,121,0.9492811717559836,No,183,3
123,24,Male,14,2,21,122,0.3050996868195266,No,94,0
124,26,Male,103,61,10,11,0.1688592893670353,No,16,3
125,25,Male,105,58,14,50,0.4606727916549932,Yes,136,3
126,29,Male,17,60,14,50,0.3070877433602487,Yes,96,3
127,51,Female,73,40,5,104,0.0351592502711941,Yes,161,1
128,50,Female,147,36,18,148,0.3231452172794172,No,172,2
129,65,Female,47,37,24,156,0.5441086239394686,Yes,8,1
130,40,Female,120,79,14,58,0.5517123720199669,No,134,2
131,41,Male,121,92,2,66,0.3565589211768887,Yes,143,2
132,54,Female,90,18,26,133,0.4473027562526006,No,18,0
133,52,Male,145,98,12,53,0.9655179182347664,No,133,2
134,61,Male,113,63,22,29,0.3773484772303116,Yes,113,2
135,57,Male,82,22,24,14,0.258226813259983,No,138,1
136,39,Male,58,11,6,122,0.2434670440667601,No,124,0
137,44,Male,45,58,4,148,0.4577646127041341,No,60,3
138,52,Female,135,57,13,161,0.7595201487169441,Yes,41,2
139,18,Female,77,77,4,96,0.2059881841884732,No,12,3
140,52,Female,87,4,22,138,0.7092961271407681,Yes,139,0
141,54,Female,114,86,14,148,0.0211498233494162,Yes,84,2
142,64,Male,131,7,16,152,0.418932977983946,No,19,0
143,31,Female,128,61,29,84,0.7758650652027869,Yes,49,2
144,20,Male,123,54,4,75,0.3387329557744314,No,163,0
145,18,Female,19,88,24,82,0.5637371014453995,Yes,91,3
146,22,Male,149,68,25,47,0.2049792328259108,No,87,0
147,43,Male,100,92,1,158,0.7419953911261723,Yes,68,2
148,31,Female,11,79,13,94,0.0522791032687596,No,36,3
149,56,Male,127,1,4,82,0.8525426448755004,No,139,0
150,44,Male,22,55,20,165,0.1981963864216681,No,98,1
151,26,Female,104,3,18,30,0.8743980317083307,No,124,0
152,32,Male,41,78,6,125,0.3525292413005173,Yes,167,3
153,32,Female,41,38,3,49,0.7226835744744866,Yes,53,3
154,43,Female,133,1,23,67,0.3192252977861884,No,129,0
155,59,Female,20,38,13,72,0.9059116712346476,Yes,177,1
156,30,Male,19,85,27,158,0.1266371255183743,No,40,3
157,68,Male,24,29,16,6,0.1785197892725987,No,44,1
158,49,Male,26,5,27,146,0.4930301251588023,Yes,102,1
159,56,Female,68,74,5,112,0.0819384390381461,Yes,105,1
160,66,Male,87,92,4,34,0.1959801847017619,No,136,2
161,69,Female,133,21,21,53,0.9437663822120144,Yes,189,2
162,49,Female,123,71,8,144,0.9764896611478872,No,127,2
163,21,Male,31,67,19,48,0.3762593293304219,Yes,85,3
164,47,Female,41,47,14,165,0.9232860210139356,Yes,46,1
165,54,Male,122,84,7,17,0.5448246756734317,Yes,4,2
166,40,Male,129,83,14,82,0.269742465873767,Yes,0,2
167,56,Male,131,35,6,130,0.7023987210805986,Yes,43,2
168,62,Male,41,68,12,102,0.6589018065748572,No,149,1
169,32,Male,128,69,16,30,0.9891253191087334,Yes,37,2
170,60,Female,48,1,17,153,0.2650472874092833,Yes,18,1
171,46,Female,21,68,13,160,0.6720595026617354,No,158,3
172,53,Female,27,12,23,52,0.0520237550294468,No,114,1
173,30,Male,135,60,14,172,0.1136460386967194,No,194,0
174,49,Male,145,27,29,70,0.0039183749510932,Yes,86,0
175,24,Male,55,56,7,91,0.9994606810596732,Yes,169,3
176,68,Female,113,23,14,83,0.8022736971474778,No,122,2
177,39,Male,144,25,15,27,0.7867230147335408,No,81,0
178,45,Female,95,21,12,85,0.5097260752881797,No,153,0
179,19,Female,98,61,17,52,0.3000670829054399,No,140,3
180,59,Male,31,63,9,128,0.1512642844626759,Yes,57,1
181,62,Male,101,52,22,134,0.2846747388464636,Yes,145,2
182,23,Female,38,88,15,88,0.3759712219291391,Yes,66,3
183,45,Male,22,25,12,24,0.756310096980294,Yes,121,1
184,45,Female,11,55,2,50,0.5396617889031524,Yes,86,1
185,61,Male,38,46,5,135,0.0774836265554826,No,130,1
186,61,Male,36,32,13,16,0.0180290089589122,Yes,54,1
187,37,Female,59,55,27,44,0.1023321795340631,No,88,3
188,47,Male,104,96,20,70,0.4104987136973793,No,57,2
189,28,Female,97,5,23,104,0.9331929170490184,No,62,0
190,45,Male,53,36,8,82,0.6374024812092216,Yes,90,1
191,42,Female,31,49,27,20,0.8018258998755151,No,51,3
192,56,Female,106,58,14,87,0.4663745945045485,Yes,125,2
193,50,Male,12,39,15,166,0.3616660831950428,No,23,1
194,18,Female,127,80,11,48,0.1084003727166227,Yes,71,3
195,44,Male,28,97,1,138,0.875933022186205,No,8,3
196,69,Male,32,85,21,104,0.7831600290279028,Yes,109,1
197,30,Male,39,61,3,26,0.1681180975977251,No,164,3
198,58,Female,48,9,17,22,0.5122605638762605,No,93,1
199,20,Female,117,6,28,16,0.4873748079212449,No,116,0
200,56,Male,120,35,19,127,0.6250915526865286,No,82,2
201,23,Male,34,39,14,121,0.9461868939912612,Yes,180,3
202,25,Female,137,22,22,55,0.5797714417624796,Yes,79,0
203,44,Male,120,41,23,75,0.5402172667786186,Yes,151,0
204,26,Male,145,5,8,52,0.0503229329346639,No,148,0
205,54,Female,115,42,13,23,0.0629074760180239,No,99,2
206,50,Male,81,87,27,10,0.1873467913267889,No,39,2
207,68,Female,138,81,20,88,0.0324707716917482,No,102,2
208,59,Male,117,76,3,159,0.7433528955700124,No,61,2
209,61,Female,14,87,5,57,0.7233303039939631,No,197,1
210,41,Male,12,80,9,111,0.1360562344316429,Yes,68,3
211,32,Male,141,67,29,105,0.8360789007952809,Yes,141,2
212,49,Female,113,30,6,52,0.1547860348461119,Yes,108,0
213,49,Male,73,57,25,139,0.3011755869973588,Yes,169,1
214,41,Female,115,86,22,73,0.248976899161365,Yes,177,2
215,58,Male,107,73,2,15,0.3723070985730478,Yes,188,2
216,69,Female,19,29,13,147,0.2546637658899618,Yes,3,1
217,66,Female,137,37,5,135,0.488950926438452,Yes,71,2
218,66,Female,55,87,28,126,0.4074078813546854,No,16,1
219,69,Female,75,13,27,73,0.9865694907793264,No,113,1
220,29,Male,121,32,25,27,0.0559263501282256,No,84,0
221,56,Male,22,46,8,41,0.1421813763873516,No,56,1
222,19,Female,146,23,23,13,0.0528258939086024,No,106,0
223,20,Female,95,45,1,19,0.6258411949823758,No,47,0
224,66,Female,99,17,20,135,0.0545092774137195,No,171,1
225,54,Male,67,85,12,97,0.8364397373761233,Yes,172,2
226,66,Male,63,66,23,21,0.5119386306819278,Yes,116,1
227,34,Male,21,6,11,158,0.5270076245815337,No,160,1
228,66,Male,23,18,7,153,0.5615945077121942,Yes,30,1
229,19,Female,130,94,15,76,0.1708137063062107,Yes,111,3
230,19,Female,130,22,22,153,0.1976903031144875,Yes,46,0
231,45,Female,29,33,24,125,0.3188173228730047,Yes,133,1
232,40,Male,84,30,11,15,0.5934964158218514,Yes,107,0
233,54,Male,79,81,29,170,0.2101177759402145,No,71,2
234,49,Male,65,32,22,76,0.1163317271332612,Yes,70,1
235,50,Female,110,42,26,110,0.9701168864184322,No,161,2
236,18,Female,141,78,16,129,0.0219818148096229,No,107,3
237,36,Male,120,10,3,39,0.8026974053360216,No,52,0
238,19,Female,134,36,20,123,0.7880351495750221,Yes,141,0
239,61,Male,141,34,14,18,0.297214113845096,No,15,2
240,43,Male,29,73,3,18,0.1356266160073134,No,170,3
241,49,Female,147,28,1,14,0.1456286467054234,No,115,0
242,23,Male,33,11,26,144,0.6974316172371925,No,72,0
243,49,Female,46,78,21,42,0.6428065910861737,Yes,73,3
244,21,Male,63,39,15,112,0.7827456742513867,No,80,3
245,28,Female,112,47,1,123,0.9374811723991048,No,11,0
246,34,Female,47,19,17,38,0.691927363266592,No,127,0
247,55,Female,13,15,2,173,0.1558515365514434,No,69,1
248,41,Male,66,28,29,14,0.2434426167654106,Yes,146,0
249,22,Male,29,24,20,126,0.8421937308731146,No,40,3
250,69,Female,26,72,6,149,0.2093060758342085,No,180,1
251,51,Female,128,9,8,149,0.0725223169544814,No,156,0
252,23,Male,80,47,29,119,0.7032800540422505,No,197,3
253,39,Male,13,33,16,5,0.402526355490142,No,58,1
254,28,Male,23,62,19,16,0.9200400525459036,No,88,3
255,65,Female,12,97,1,107,0.6502550710936615,Yes,191,1
256,33,Male,89,19,3,8,0.0904189777916607,No,23,0
257,50,Male,64,67,28,174,0.9478565672536609,Yes,143,2
258,26,Female,141,74,3,145,0.2585572636402459,Yes,179,2
259,23,Male,129,40,5,102,0.3372124904062857,No,79,0
260,33,Male,33,47,27,110,0.402260413683542,Yes,133,3
261,46,Male,91,65,12,89,0.0512242964043132,No,164,2
262,20,Female,69,29,12,125,0.4965154222306048,Yes,131,0
263,37,Female,58,50,20,136,0.1233184910752922,No,91,3
264,53,Female,72,98,13,86,0.4009703266883517,Yes,165,2
265,36,Female,119,13,20,23,0.3507097879920843,Yes,168,0
266,43,Female,118,1,9,134,0.7728400834265033,No,91,0
267,20,Female,85,34,7,16,0.8031705116327311,Yes,80,0
268,36,Female,39,93,4,85,0.153412882389088,Yes,141,3
269,37,Male,67,48,19,78,0.3665511873792262,Yes,70,3
270,49,Male,126,77,22,102,0.3733531610318317,Yes,178,2
271,24,Female,109,48,19,10,0.151410443936085,Yes,64,0
272,69,Male,28,49,6,140,0.7984535050511905,No,51,1
273,58,Male,103,64,27,129,0.7072283283354233,Yes,29,2
274,50,Female,122,61,13,55,0.1903817862970347,Yes,184,2
275,57,Male,72,29,11,15,0.366721908593799,No,98,1
276,56,Male,125,39,13,131,0.1058050248565142,No,157,2
277,35,Male,122,88,13,144,0.6282065970930439,No,97,2
278,57,Male,56,26,28,77,0.1213719245486196,Yes,41,1
279,18,Male,66,17,25,6,0.9859341686249178,Yes,138,0
280,28,Female,127,71,22,12,0.7806820746878623,Yes,26,2
281,45,Female,54,13,28,143,0.390238549583995,Yes,151,1
282,42,Female,13,69,20,128,0.5785639322793544,No,166,3
283,67,Male,56,26,15,57,0.9113418162164088,No,71,1
284,40,Female,56,49,21,14,0.5540992803958261,Yes,17,3
285,48,Male,87,67,13,116,0.1744984863979551,Yes,76,2
286,47,Male,133,7,22,12,0.3787033555811593,Yes,44,0
287,59,Male,84,58,11,40,0.8431448650297454,Yes,114,2
288,52,Male,112,49,19,110,0.6442130159896179,No,86,2
289,24,Female,146,53,8,18,0.6507243843338003,No,139,0
290,33,Female,99,65,20,90,0.8668214856884892,Yes,176,3
291,43,Male,78,62,8,153,0.8939730574625047,No,158,3
292,65,Female,70,17,10,54,0.9197925717794364,Yes,91,1
293,69,Male,147,43,26,171,0.0948491932531561,Yes,21,2
294,66,Female,59,25,16,24,0.5441260019631009,No,171,1
295,19,Female,12,3,19,91,0.7405095212183186,Yes,91,0
296,18,Male,116,79,26,139,0.7569268451270138,No,191,3
297,65,Female,122,29,23,141,0.6067162019700039,Yes,76,2
298,29,Male,103,32,11,133,0.1667873351836741,No,24,0
299,22,Female,127,26,13,158,0.7974205539416643,Yes,107,0
300,54,Male,90,16,28,170,0.7201113335149457,No,178,0
301,49,Male,118,25,9,42,0.0861357715490362,Yes,134,0
302,26,Female,60,54,20,48,0.4638098246743762,Yes,108,3
303,58,Female,44,28,24,90,0.1739773995218035,No,133,1
304,52,Male,55,73,19,48,0.3374770457129719,Yes,23,1
305,36,Female,78,56,16,78,0.0180810922056854,No,18,3
306,65,Female,102,65,7,123,0.4003298684107582,No,82,2
307,33,Male,73,93,19,126,0.5498769211562105,Yes,114,3
308,20,Male,58,86,12,138,0.6195825928270868,Yes,8,3
309,37,Female,83,80,15,149,0.6634903451287101,Yes,111,3
310,41,Male,14,41,23,55,0.83629131310246,Yes,163,1
311,50,Male,109,51,14,42,0.21546290727573,No,101,2
312,41,Male,79,71,11,156,0.1204818224384679,Yes,167,3
313,69,Female,99,78,26,55,0.8515371718979257,Yes,151,2
314,28,Female,13,29,10,14,0.1566128148926499,Yes,47,3
315,66,Male,135,83,27,124,0.9747600813361952,No,190,2
316,25,Female,48,19,11,153,0.842538229398637,Yes,68,0
317,53,Male,138,66,6,74,0.5008766058895991,No,180,2
318,55,Female,33,41,2,89,0.9814214249220252,Yes,181,1
319,57,Male,66,45,11,61,0.0973767291080042,No,169,1
320,37,Male,109,15,19,130,0.3030657611751016,Yes,118,0
321,52,Female,79,3,6,43,0.6382244150406114,Yes,44,0
322,65,Male,50,11,14,37,0.3500068684731787,No,124,1
323,42,Female,69,53,20,22,0.9283725519807918,Yes,13,3
324,52,Female,117,46,6,61,0.0656260881778175,Yes,156,2
325,42,Male,66,30,17,100,0.5494118320609646,Yes,133,0
326,46,Male,40,57,10,52,0.5908662673951145,No,134,1
327,35,Female,93,18,28,46,0.6527281237772241,Yes,36,0
328,63,Male,45,51,1,31,0.2556662233318144,No,52,1
329,35,Male,117,48,3,78,0.3645664275198644,No,17,0
330,19,Male,115,66,8,114,0.8436805296649776,No,37,3
331,52,Male,95,96,8,174,0.1949427689701598,Yes,186,2
332,33,Male,144,8,27,36,0.826867847173362,No,128,0
333,58,Female,23,22,20,30,0.5626554229027424,No,195,1
334,53,Female,129,6,22,29,0.7621875111940821,Yes,43,0
335,50,Male,147,76,15,79,0.7136073662634715,No,46,2
336,21,Male,89,57,24,27,0.207511495384879,No,34,3
337,50,Male,115,36,7,61,0.5688127364338729,Yes,59,2
338,31,Female,79,79,11,130,0.8677231528050924,Yes,89,3
339,38,Male,53,92,7,91,0.4321162368019293,No,51,3
340,65,Female,82,57,29,35,0.9665907702233169,Yes,7,2
341,37,Female,54,49,4,68,0.452215100101718,Yes,106,3
342,25,Female,116,45,25,37,0.1427856366678846,Yes,168,0
343,24,Male,93,82,12,6,0.3894346800776732,No,130,3
344,20,Female,91,66,26,22,0.9517024063905372,No,196,3
345,34,Male,116,77,6,179,0.3197208493398542,Yes,141,2
346,50,Female,30,45,14,165,0.8680981598670628,No,95,1
347,65,Male,16,79,12,88,0.8812506816818898,Yes,25,1
348,29,Female,79,20,11,39,0.350186524331961,Yes,110,0
349,68,Male,136,64,19,118,0.0832576580506321,Yes,197,2
350,39,Female,129,93,21,150,0.7245579091588182,Yes,122,2
351,39,Male,137,93,5,114,0.311512299013986,Yes,185,2
352,63,Male,66,67,14,92,0.7829236142575724,No,167,2
353,47,Male,67,83,21,76,0.4426548482604331,No,50,3
354,55,Male,30,3,24,129,0.4852667423426215,No,122,1
355,55,Female,91,54,16,34,0.7779094067485368,No,4,2
356,62,Female,78,78,25,176,0.3823633310616279,Yes,76,2
357,68,Male,140,64,13,57,0.4431273453229145,Yes,159,2
358,25,Female,96,40,25,142,0.3761904687696221,No,0,0
359,44,Male,58,59,29,91,0.3673405152772799,No,181,3
360,44,Male,124,55,22,143,0.5259465769014594,Yes,10,2
361,51,Female,98,62,22,168,0.8087994445011507,Yes,180,2
362,38,Male,94,4,25,165,0.3617683119225658,Yes,7,0
363,47,Male,137,60,20,179,0.5242547205377367,No,152,2
364,50,Female,149,75,22,17,0.6707273254426008,Yes,167,2
365,45,Male,126,95,4,44,0.269439446303655,Yes,31,2
366,64,Male,136,96,11,93,0.2775228049023925,No,27,2
367,50,Male,80,91,17,72,0.9334131270234548,No,130,2
368,22,Male,95,30,7,46,0.7235345733310886,No,127,0
369,65,Female,42,2,14,151,0.5771866762233089,Yes,61,1
370,36,Female,90,62,26,98,0.647720054420612,Yes,26,3
371,21,Female,70,49,11,23,0.0292994431034183,No,44,3
372,52,Male,70,9,28,27,0.6181029655616969,Yes,104,1
373,66,Male,107,92,22,58,0.5095088732242019,Yes,91,2
374,34,Female,37,31,9,69,0.5457496797794357,Yes,24,3
375,61,Male,52,98,23,144,0.3594238268308171,No,188,2
376,45,Male,95,61,13,28,0.0814738977129418,No,43,2
377,47,Male,26,79,23,38,0.1933392336120521,Yes,173,3
378,46,Male,107,48,18,57,0.9507447132126716,Yes,141,2
379,63,Female,107,25,28,140,0.4086995622709339,Yes,135,1
380,23,Female,74,36,11,22,0.4666831558308641,Yes,175,0
381,52,Female,83,8,15,61,0.0527097898534389,No,141,0
382,58,Male,94,73,25,116,0.0375662295439805,No,192,2
383,54,Female,14,58,26,9,0.7171814470467577,Yes,79,1
384,41,Female,11,45,25,158,0.5380946641211113,Yes,81,1
385,46,Male,31,62,22,162,0.5087059842162667,No,134,1
386,66,Male,121,39,29,17,0.2431245304226686,Yes,87,2
387,63,Female,66,96,19,87,0.7447507316299222,No,176,2
388,48,Female,75,58,1,33,0.1682365791084918,Yes,126,1
389,52,Female,83,81,4,7,0.18993474366102,No,54,2
390,50,Female,107,99,14,94,0.4607121713482754,Yes,140,2
391,69,Male,121,83,14,108,0.2862798621119409,Yes,183,2
392,38,Female,134,64,3,127,0.2474629812331463,No,55,2
393,49,Female,95,44,28,80,0.6452376445533317,No,14,2
394,40,Male,85,29,17,134,0.6509717452185445,Yes,184,0
395,50,Female,97,59,3,112,0.8245170697999292,Yes,57,2
396,20,Male,47,71,16,160,0.4177085669729758,No,162,3
397,35,Male,68,92,14,86,0.0730850910261502,No,87,3
398,42,Male,147,9,20,81,0.2736663849214577,Yes,96,0
399,59,Female,108,92,29,6,0.9800054631968168,Yes,143,2
400,48,Female,72,6,13,131,0.5962585752327021,No,7,0
401,20,Male,58,29,15,139,0.7097370848010203,No,172,0
402,57,Female,41,58,14,30,0.0073578296254145,No,39,1
403,63,Female,144,17,24,92,0.5182057321825209,No,181,2
404,41,Male,30,16,25,20,0.0375286575318031,No,13,1
405,67,Male,29,87,19,155,0.569230212091448,Yes,186,1
406,49,Female,136,95,6,172,0.9207708496360754,Yes,52,2
407,64,Male,77,3,10,77,0.9684191305004078,No,126,1
408,39,Female,119,21,27,36,0.5405526753889242,Yes,154,0
409,40,Female,125,64,15,19,0.4582048052522159,Yes,174,2
410,19,Female,129,90,21,145,0.945017094248494,No,79,3
411,44,Female,88,36,22,9,0.6736098319966951,Yes,114,0
412,59,Male,125,86,20,78,0.0648992795384094,Yes,133,2
413,19,Male,101,62,26,56,0.4657255776674975,Yes,54,3
414,43,Male,23,42,6,81,0.2402450184643039,No,43,1
415,34,Male,134,76,23,173,0.4698043214486815,No,17,2
416,57,Female,67,42,25,114,0.4554655720063617,Yes,15,1
417,50,Female,37,61,10,147,0.582144802814742,Yes,11,1
418,26,Male,35,13,7,110,0.3567704903492512,Yes,147,0
419,60,Female,122,11,22,131,0.164270449455928,Yes,44,0
420,65,Female,75,54,17,11,0.5037194345899563,Yes,191,1
421,56,Female,140,16,18,44,0.8302028843457621,Yes,186,0
422,46,Male,53,8,17,160,0.6640122280676023,No,92,1
423,59,Male,106,59,9,164,0.3383678659252158,Yes,21,2
424,43,Male,51,57,10,103,0.9355230227588572,Yes,96,3
425,52,Female,15,40,10,147,0.9122075712491822,No,46,1
426,67,Male,32,59,25,89,0.2093483993840987,Yes,28,1
427,42,Male,98,2,7,69,0.0394175851203629,Yes,44,0
428,41,Male,132,94,16,136,0.7413087083507622,Yes,76,2
429,30,Male,60,94,29,15,0.8276102613491533,Yes,8,3
430,24,Male,20,76,18,112,0.9678645659513552,No,23,3
431,53,Male,21,10,6,30,0.8898363940883107,Yes,14,1
432,62,Female,83,44,27,169,0.6005347682064148,No,163,1
433,37,Female,17,11,20,155,0.5300523392123808,Yes,12,1
434,18,Male,50,79,1,89,0.0278410512625862,Yes,90,3
435,25,Male,94,80,1,172,0.2466564468447778,No,171,3
436,63,Female,81,81,12,155,0.4596147517329264,Yes,100,2
437,33,Female,64,90,21,127,0.6285039000835678,No,70,3
438,31,Male,146,2,28,148,0.5572518333184107,No,199,0
439,29,Male,56,50,2,72,0.7426359896816905,No,121,3
440,68,Male,113,12,4,108,0.2797669308870408,Yes,75,1
441,40,Male,51,90,17,84,0.5649526076524732,Yes,163,3
442,32,Female,69,23,4,163,0.0881422433907921,Yes,115,0
443,45,Male,21,18,11,57,0.4136655235832069,Yes,60,1
444,51,Male,139,62,22,110,0.750160832954601,No,167,2
445,19,Male,16,96,26,157,0.693400853429044,Yes,125,3
